회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,비유동비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,매출액총이익률,총자본사업이익률,총자본정상영업이익률,자기자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,자기자본배율,유형자산증가율,재고자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,자기자본회전률,경영자본회전률,총자본회전률,비유동자산회전률,순운전자본회전률,유동자산회전률,영업년수,상장년수,기업수명주기,부실판단
(주)CMG제약,58820,2022,19,79,2,6,617,520,42,15,12,3,53,20,63,87,-0.21,-0.24,-0.47,49.76,2.4,1.45,1.61,3.63,-2.37,-1.94,7.072078214313208,7.07,7.64,6.1,18.31,266,22.79,61.19,15933,7,107,19,-2,0.3854321723600449,4.04,1,2,0,1,0,1,1,1,23.0,23.0,성장기,0.0
(주)ES큐브,50120,2020,3,270,3,24,62,60,565,929,754,1,-28,2,45,10,-39.39,-4.61,-31.35,29.93,1.76,1.75,14.37,12.79,4.05,-17.63,54.08478724872655,54.08,-10.26,274.24,84.57,100,69.21,23.11,3768,1,13,5,-671,0.112845967597423,0.39,0,3,1,0,0,0,0,0,47.0,22.0,쇠퇴기,1.0
(주)MH에탄올,23150,2022,6,9,5,19,28,23,414,369,200,51,-31,8,12,21,7.71,2.73,10.75,39.07,5.02,4.88,24.35,19.8,10.0,-1.81,-0.8905199360497233,-0.89,1.27,-1.17,8.48,1448,-2.46,-4.5,54043,12,14,49,22,0.2474573172430802,10.27,3,0,1,0,0,0,0,2,46.0,28.0,성숙기,0.0
(주)강스템바이오텍,217730,2017,-47,-75,-23,-117,396,369,90,93,26,30,40,61,53,52,-46.19,-32.15,-126.27,35.68,-24.25,-24.87,-47.94,-128.52,12.56,-8.64,-0.5117642219454338,0.0,0.0,0.0,0.0,302,0.0,0.0,-646,-1,-11,-7,0,0.1934986559772828,20.71,0,1,0,0,0,0,0,0,14.0,9.0,쇠퇴기,1.0
(주)강원에너지,114190,2018,-16,-28,-7,-8,162,161,46,87,87,26,29,45,75,54,4.19,2.1,1.99,6.86,0.79,0.37,0.69,0.4,1.51,16.77,0.7149456241365983,0.71,3.66,-7.26,4.72,628,-4.03,50.46,11600,12,126,14,15,0.9153906732907686,1.97,1,6,2,1,1,4,1,1,48.0,15.0,도입기,1.0
(주)고려시멘트,198440,2022,0,7,0,0,402,335,89,25,9,1,22,38,29,80,-6.85,-6.35,-11.1,-14.28,-8.75,-8.9,-11.15,-18.07,-0.18,-11.28,-6.554052413468948,-6.55,-17.68,-1.08,6.44,3419,4.23,58.91,2503,2,4,4,-310,0.5096463501787742,3.45,2,1,1,1,0,1,1,2,10.0,10.0,쇠퇴기,0.0
(주)고바이오랩,348150,2022,-51,-105,-12,-125,1146,1135,22,30,9,11,75,117,83,77,-26.11,-21.43,-201.51,69.11,-15.84,-17.71,-21.81,-174.84,-3.89,-5.039999999999999,17.708481630538305,17.71,3.91,221.77,301.12,818,250.68,281.51,-15851,-13,-104,-137,0,0.0936462775813307,25.76,0,1,0,0,0,1,0,0,10.0,4.0,도입기,1.0
(주)골드앤에스,35290,2014,-2,-3,-1,-2,60,48,260,285,207,50,-21,1,32,26,-90.29,-19.51,-29.79,25.04,-6.24,-6.29,-24.43,-9.84,6.92,-3.760000000000005,-9.552472221171966,-9.55,-4.56,-11.76,-20.89,146,-3.55,-6.15,4010,9,18,13,-232,0.6724313159292523,6.26,3,1,2,1,1,1,1,2,30.0,25.0,도입기,1.0
(주)광무,29480,2019,-5,-8,-3,-5,109,107,104,176,158,38,5,48,62,36,-38.68,-15.46,-17.6,40.05,-5.83,-6.58,-17.95,-8.26,1.9,12.990000000000002,122.07511476255344,122.08,127.19,114.12,58.11,365,-53.29,-11.51,6253,10,164,17,-103,0.5778282101045018,5.34,1,6,2,1,1,2,1,1,52.0,28.0,도입기,1.0
(주)구영테크,53270,2022,13,21,8,7,74,46,179,188,147,39,-13,7,38,35,4.98,1.83,1.45,10.93,3.38,3.32,9.64,2.81,1.54,0.6900000000000004,7.729369198375123,7.73,20.42,1.27,34.81,632,1.8,22.04,58146,24,45,21,7,1.1419635290152856,9.61,5,2,3,1,1,2,1,3,35.0,22.0,성숙기,0.0
(주)국영지앤엠,6050,2022,-16,-34,-4,-5,193,177,72,38,34,13,23,54,48,73,3.95,3.2,2.92,8.12,3.4,3.2,4.51,3.34,0.18,13.95,-0.1866588783499133,-0.19,5.62,-4.92,15.57,275,-2.56,-20.63,10672,16,39,17,17,0.9613939517096788,7.83,2,2,1,1,1,2,1,2,55.0,30.0,도입기,0.0
(주)국전약품,307750,2022,-6,-10,-3,-6,202,174,58,112,77,30,37,30,73,47,9.77,5.0,8.56,18.82,2.32,1.79,3.8,3.38,0.74,2.77,83.28754650866726,0.0,0.0,0.0,0.0,1867,0.0,0.0,24947,13,77,24,36,0.5288741053724312,4.73,1,2,1,1,1,2,0,1,6.0,6.0,도입기,0.0
(주)그린플러스,186230,2022,8,10,4,5,156,124,95,75,51,35,16,45,46,57,-4.46,-3.76,-4.24,11.91,3.62,3.46,5.92,4.33,1.7,4.170000000000001,4.244663682543359,4.24,-22.01,45.5,-0.28,1021,50.28,-0.29,11708,11,29,14,-30,0.7832747681079876,5.02,2,2,1,1,1,2,1,2,27.0,5.0,성장기,0.0
(주)기가레인,49080,2017,-3,-4,-1,-2,93,62,123,105,87,37,-3,10,40,49,-1.88,-0.62,-0.92,17.39,3.22,3.1,7.15,5.23,2.47,14.41,16.628791450142717,16.63,56.78,-0.28,32.72,358,-7.8,211.96,23652,13,36,24,-4,0.5512973351688103,6.21,2,1,1,1,1,1,1,2,24.0,11.0,도입기,1.0
(주)기산텔레콤,35460,2017,-2,0,-1,-1,232,147,34,100,72,0,47,62,83,50,-13.79,-8.26,-8.73,14.33,-4.14,-4.48,-8.63,-5.09,0.41,-7.169999999999999,-5.48798744341276,-5.49,-7.29,4.6,7.26,445,-6.62,22.34,5297,8,264,8,-105,0.9049043762552782,3.24,2,29,2,1,1,6,1,1,30.0,25.0,성숙기,1.0
(주)나노,187790,2017,-2,-2,-1,-1,113,58,109,104,84,34,5,13,47,49,-0.15,0.11,0.12,14.18,1.93,1.9,4.19,2.27,2.32,75.99,9.747956409474282,9.75,24.86,-0.8,51.72,908,-1.75,31.57,12356,13,30,17,1,0.7981387865300954,6.79,4,2,2,1,1,1,1,2,11.0,10.0,도입기,1.0
(주)나노브릭,286750,2021,-2,-5,-1,-7,116,103,85,166,156,30,9,17,68,38,-21.28,-11.04,-40.32,37.82,-5.69,-5.93,-12.32,-23.34,3.87,-20.630000000000003,49.14873584102485,49.15,95.22,-0.51,-19.04,267,-2.54,7.76,965,3,10,14,-293,0.2122903432964999,4.49,0,1,1,0,0,1,0,0,17.0,5.0,도입기,1.0
(주)나노신소재,121600,2022,101,174,7,19,1356,1042,25,7,6,4,71,262,76,93,12.84,12.33,24.0,42.87,11.19,10.04,11.26,21.05,-1.99,5.1,76.29957150473719,76.3,96.66,32.01,30.86,3268,43.31,16.55,39807,19,128,50,48,0.3738388157070679,8.41,1,2,1,1,0,2,1,1,24.0,13.0,성장기,0.0
(주)나이벡,138610,2014,-15,-19,-10,-28,42,29,218,179,144,50,-30,17,22,36,-66.42,-24.0,-75.65,19.14,-19.19,-19.39,-55.49,-63.2,10.82,-13.97,-17.041899453788243,-17.04,-28.96,-13.0,110.66,249,-7.53,-0.3,-214,-2,-3,-4,0,0.3382788252076678,8.37,2,1,1,0,0,0,1,1,20.0,13.0,도입기,1.0
(주)나인테크,267320,2022,5,12,4,6,104,57,176,396,307,35,3,18,65,20,0.12,0.32,0.47,13.35,3.86,3.64,18.05,5.88,2.51,21.93,75.29802846609292,0.0,0.0,0.0,0.0,666,0.0,0.0,10999,8,36,12,4,0.6186041398479063,5.42,2,3,3,1,1,2,0,1,7.0,7.0,성장기,0.0
(주)남성,4270,2022,-3,-5,-2,-4,81,54,141,127,106,34,-9,6,38,44,2.68,2.65,3.23,26.96,1.21,0.91,2.13,2.59,4.8,-4.6,-6.09674795314855,-6.1,-18.71,3.73,-4.09,661,-17.5,-24.4,20202,7,484,21,16,0.3619266142660454,9.18,1,21,1,1,0,1,0,1,59.0,35.0,도입기,0.0
(주)네오리진,94860,2015,-29,-104,-8,-11,188,148,82,41,31,8,20,86,42,71,-29.42,-17.2,-27.21,40.43,-12.03,-12.29,-24.45,-22.62,0.69,76.39999999999999,-49.02817976093816,-49.03,-65.82,-21.32,-64.11,246,-57.68,-28.53,4920,32,1030,40,-69,0.8049396946828722,2.02,1,15,1,1,1,1,1,1,17.0,17.0,쇠퇴기,1.0
(주)네오셈,253590,2022,6,19,3,6,154,81,49,110,104,18,27,45,77,48,17.66,9.75,13.39,37.67,8.31,7.62,14.78,11.2,2.13,5.67,47.24492937174291,47.24,68.5,4.0,100.86,1620,32.67,761.67,25877,20,211,35,39,0.5708373827703697,5.63,1,5,1,1,1,3,1,1,8.0,6.0,쇠퇴기,0.0
(주)네오크레마,311390,2022,3,3,1,3,136,114,83,61,57,35,13,20,48,62,-1.7,-1.44,-2.92,25.28,2.7,2.19,3.14,5.32,-0.72,-6.22,52.79742945432773,52.8,36.98,71.23,-10.65,1213,-4.43,-23.14,4200,5,21,16,-19,0.3407006524297548,7.27,1,1,1,0,0,1,1,1,17.0,5.0,도입기,0.0
(주)네오펙트,290660,2020,-29,-46,-20,-62,86,71,195,224,150,43,-6,51,40,31,-108.54,-30.58,-81.09,13.56,-27.05,-27.08,-93.39,-76.27,8.5,-30.61,23.16310108875712,23.16,16.67,27.89,51.28,161,24.48,48.36,6682,12,42,36,-226,0.3216312612287954,5.12,1,1,1,0,0,1,0,1,14.0,6.0,쇠퇴기,1.0
(주)네온테크,306620,2022,-10,-23,-5,-9,113,67,111,101,80,22,5,24,45,50,-20.03,-10.47,-15.23,17.26,-4.36,-4.58,-9.38,-7.11,1.72,-5.98,22.671306892830536,22.67,5.22,41.55,6.03,1080,85.62,-1.83,6277,7,13,12,-128,0.5842507537971098,5.69,2,1,1,1,1,1,1,1,6.0,6.0,도입기,1.0
(주)네이처셀,7390,2016,-3,-7,-1,-2,154,105,103,55,34,16,12,30,34,65,-9.81,-9.67,-12.03,14.68,-6.35,-7.36,-11.05,-13.55,-0.16,-3.9300000000000006,14.56801546965191,14.57,-9.71,32.6,-12.33,134,15.79,28.42,4927,9,46,18,-65,0.5086288607654927,8.03,2,3,1,1,1,1,1,1,53.0,32.0,도입기,1.0
(주)네패스아크,330860,2022,39,44,17,52,178,176,138,79,23,40,10,131,23,56,11.23,6.83,16.7,18.9,5.43,5.15,9.85,14.64,1.78,-2.8599999999999994,9.682163062392378,9.68,7.28,10.42,34.72,4209,8.21,-30.82,126466,28,42,82,20,0.335964773297273,12.2,2,0,1,0,0,0,1,2,5.0,4.0,성장기,0.0
(주)넥스턴바이오사이언스,89140,2022,1,2,1,4,223,188,144,85,18,38,12,54,22,54,-4.66,-4.25,-16.17,19.38,1.62,-2.03,-3.42,-11.86,-1.64,0.1200000000000001,44.122718950782186,44.12,-13.7,77.6,70.81,557,126.09,31.21,4065,2,14,14,-115,0.1447665181876051,6.65,1,1,0,0,0,0,0,1,24.0,18.0,도입기,1.0
(주)넥스트아이,137940,2020,-24,-43,-7,-31,294,279,35,38,35,15,49,125,75,73,43.56,29.77,120.39,17.47,-5.81,-6.08,-8.91,-29.76,2.33,50.85,-4.845185779945717,-4.85,2.88,-22.27,-60.46,1487,-43.16,81.8,63954,39,620,184,66,0.2094748865389095,2.66,0,2,0,0,0,1,0,0,26.0,13.0,쇠퇴기,1.0
(주)넥스틴,348210,2022,143,2064,25,27,493,351,22,22,20,1,66,246,82,82,52.53,47.64,37.77,67.97,57.73,57.31,68.38,49.16,-0.3,24.99,59.50553766558775,59.51,67.42,30.81,101.27,2001,36.9,59.72,70386,58,737,61,62,0.9484389995362388,12.13,2,11,1,1,1,6,1,1,14.0,4.0,성숙기,0.0
(주)노랑풍선,104620,2021,-41,-58,-21,-620,85,85,117,102,100,36,-8,9,42,49,-21.95,-14.01,-351.21,0.0,-17.22,-17.57,-31.7,-502.55,38.49,-10.77,10.501476739267831,10.5,18.21,5.51,-85.33,608,-27.6,0.0,988,1,4,34,-1041,0.0332954633672544,3.88,0,0,0,0,0,0,0,0,23.0,5.0,도입기,1.0
(주)노바렉스,194700,2022,25,48,8,8,179,110,78,49,40,17,21,37,48,67,12.46,8.04,7.08,14.35,9.69,9.59,15.68,8.94,0.35,-8.219999999999999,6.263235762415535,6.26,15.95,-1.3,1.04,1931,2.61,7.13,72791,27,57,26,27,1.0410001963402395,6.99,4,2,2,1,1,2,1,2,16.0,6.0,성장기,0.0
(주)노바텍,285490,2022,259,9962,23,30,1167,1110,27,10,7,0,69,418,75,91,13.51,10.62,12.91,40.71,19.14,18.57,20.57,23.96,-0.72,-29.46,4.387260135227223,4.39,-4.54,46.57,22.09,2425,97.42,-57.92,41644,29,189,38,34,0.7588773471480932,16.6,1,5,1,1,1,4,1,1,17.0,6.0,성숙기,0.0
(주)노블엠앤비,106520,2017,-26,-39,-13,-25,70,47,145,95,71,33,-11,11,26,51,-41.36,-28.62,-43.25,-2.48,-13.32,-13.36,-25.19,-26.84,5.38,27.52,-4.763732761857122,-4.76,4.46,-7.56,-5.26,331,-7.39,3.86,-2819,-2,-8,-5,0,0.5104032555369411,4.9,3,2,1,1,1,1,1,2,24.0,12.0,도입기,1.0
(주)녹원씨엔아이,65560,2014,-80,-137,-34,-147,181,152,77,73,53,25,25,31,55,58,-52.08,-30.85,-99.17,7.59,-25.31,-25.85,-48.24,-88.16,11.71,30.56,73.1669530210952,73.17,63.12,87.49,-66.41,118,-6.75,647.04,-1680,-8,-54,-33,0,0.2312747785279141,3.39,1,2,1,0,0,1,0,1,37.0,21.0,도입기,1.0
(주)누리플랜,69140,2014,-2,-4,-1,-1,96,88,107,101,99,28,-2,14,47,50,-45.73,-24.21,-32.1,2.05,-16.69,-17.31,-34.61,-24.29,2.56,-33.76,-35.82829478279069,-35.83,-52.13,-8.21,-22.26,734,-3.46,-22.0,-4725,-14,-32,-15,0,0.911681708869359,3.92,1,2,1,1,1,2,1,1,30.0,14.0,쇠퇴기,1.0
(주)뉴보텍,60260,2022,-6,-10,-4,-5,62,45,195,209,182,40,-22,12,37,32,-18.27,-5.71,-5.87,24.2,1.48,1.35,4.83,1.55,3.83,29.77,-2.059131035352958,-2.06,-25.63,20.1,-2.1,86,31.31,18.22,9918,19,36,22,-27,0.8779161242911985,6.44,3,2,3,1,1,2,1,2,34.0,22.0,도입기,1.0
(주)뉴인텍,12340,2014,-5,-8,-4,-3,102,64,117,196,175,45,1,5,61,34,-18.06,-6.05,-5.74,3.12,-7.56,-7.72,-24.09,-7.66,2.27,-2.0299999999999976,-5.944859496827997,-5.94,-3.25,-9.79,2.81,98,-6.24,3.06,11023,20,62,19,-30,1.0400109660104369,4.24,3,3,3,1,1,3,1,2,47.0,27.0,쇠퇴기,1.0
(주)뉴트리,270870,2022,10,21,3,2,240,208,64,48,35,15,33,113,57,67,4.98,3.84,2.39,76.3,3.94,3.08,4.69,2.29,-0.01,-19.07,-1.0226293022811002,-1.02,-15.13,26.47,-19.73,2115,28.88,-11.13,20670,14,75,10,23,1.3542501745210562,32.56,3,8,2,2,1,3,2,2,23.0,6.0,성숙기,0.0
(주)뉴파워프라즈마,144960,2022,7,14,4,8,119,90,123,138,97,30,8,27,48,42,11.79,4.01,5.74,23.61,2.83,2.42,5.52,4.0,0.81,-0.5600000000000005,18.426176531222254,18.43,30.8,8.82,13.81,5254,13.17,7.66,116489,18,57,33,17,0.5572241794800609,5.84,2,2,1,1,1,1,1,1,25.0,8.0,성장기,0.0
(주)다산네트웍스,39560,2017,-3,-7,-1,-2,129,107,86,111,98,21,13,19,59,47,-1.3,-0.89,-0.81,34.16,0.3,0.01,0.02,0.01,0.97,27.71,-6.923710140837779,-6.92,-5.65,-8.74,37.81,935,-30.16,-29.18,57470,17,136,19,-4,0.8886111651934003,4.15,2,6,2,1,1,2,1,1,31.0,24.0,성장기,1.0
(주)대림제지,17650,2022,62,413,11,17,388,354,88,20,8,3,20,99,27,83,9.89,10.53,13.03,22.75,10.08,9.82,11.82,15.58,-0.3,-1.0700000000000005,12.766948986815994,0.0,0.0,0.0,0.0,5488,0.0,0.0,51367,17,34,27,48,0.6298390516537804,6.86,3,1,1,1,1,1,2,2,40.0,30.0,성숙기,0.0
(주)대성미생물연구소,36480,2022,6,8,3,7,270,161,94,68,27,34,28,36,44,60,4.49,2.83,6.68,18.8,-0.18,-0.51,-0.86,-1.28,1.17,2.1300000000000003,3.975106072188654,3.98,20.94,-6.37,6.26,2044,-6.82,9.68,12813,20,42,50,13,0.3916500874951744,8.46,2,1,1,0,0,1,1,1,58.0,24.0,성숙기,0.0
(주)대유,290380,2022,1,1,0,1,150,112,90,34,29,19,11,59,32,75,-16.53,-22.03,-49.81,52.62,3.24,3.05,4.07,12.26,1.66,-25.450000000000003,24.44073669596484,0.0,0.0,0.0,0.0,862,0.0,0.0,-9227,-6,-23,-26,0,0.2483304627710203,12.12,1,1,0,0,0,0,0,1,47.0,6.0,성장기,0.0
(주)대창솔루션,96350,2014,-6,-8,-4,-7,74,47,168,136,91,44,-10,21,29,42,-17.16,-8.23,-15.56,3.08,-4.19,-4.33,-9.55,-8.43,3.15,-16.330000000000002,-8.387764723813927,-8.39,-14.7,-5.59,-13.21,1164,-2.14,-16.14,7544,5,8,9,-171,0.5378165592516706,5.98,3,1,1,1,1,1,1,2,47.0,17.0,도입기,1.0
(주)대한과학,131220,2022,29,139,7,6,327,147,46,34,27,5,45,42,66,75,13.62,11.45,8.64,29.83,12.84,12.63,17.34,10.0,-0.09,2.0699999999999985,8.25369440614874,8.25,7.37,9.98,9.05,977,12.14,11.09,20512,35,112,28,30,1.2157496710161808,12.21,4,4,2,1,1,4,1,2,31.0,13.0,성숙기,0.0
(주)더 미동,161570,2022,-14,-21,-5,-22,48,41,131,60,60,25,-20,22,18,62,-33.21,-62.93,-69.42,4.73,-6.34,-6.97,-12.03,-30.02,11.87,-9.080000000000002,-9.295958618427887,-9.3,-46.27,6.94,-28.35,169,0.01,1.37,-1888,-6,-1482,-25,0,0.2439914367931204,13.77,1,0,0,1,0,0,0,1,15.0,11.0,도입기,0.0
(주)더블유에스아이,299170,2022,27,59,9,19,235,211,43,51,46,16,41,77,72,66,12.31,8.78,15.9,36.64,7.76,6.71,10.32,13.58,-1.54,-12.4,9.692031254008608,9.69,-13.73,244.02,-2.33,1259,350.62,7.71,9661,17,283,36,45,0.4720962036941873,2.95,1,3,1,1,0,3,0,1,6.0,6.0,성숙기,0.0
(주)더코디,224060,2018,1,1,0,1,111,105,93,66,66,31,4,51,44,60,-21.71,-33.55,-33.2,-2.56,-13.47,-13.82,-19.16,-29.25,1.13,-12.43,54.075066073605626,54.08,48.08,59.16,-50.23,398,88.21,-53.25,-2705,-3,-35,-7,0,0.3895389819929379,4.84,1,6,1,1,0,1,1,1,25.0,9.0,성장기,1.0
(주)덕산테코피아,317330,2022,18,24,6,15,415,261,112,47,8,23,18,161,24,68,8.91,7.6,13.56,31.55,3.63,3.41,4.92,8.34,-0.43,-1.91,22.17880858610852,22.18,-31.35,61.89,-1.23,2050,65.65,0.49,47691,16,39,43,32,0.3718431582844507,11.21,2,1,1,1,0,1,1,1,18.0,5.0,성장기,0.0
(주)덕성,4830,2022,20,29,7,6,268,222,62,50,33,23,37,31,59,67,2.99,2.47,1.89,14.53,4.95,4.19,6.23,3.94,-0.16,-4.84,-0.0953238820305164,-0.1,-2.12,2.95,15.73,977,-3.41,-14.17,19979,16,85,15,13,1.0649138521069177,5.87,2,5,2,1,1,3,1,2,58.0,37.0,성장기,0.0
(주)덱스터스튜디오,206560,2021,23,44,8,17,187,187,78,52,40,18,23,53,49,66,-1.63,-0.74,-1.04,0.0,0.02,-0.7,-0.95,-1.32,-1.0,3.770000000000001,38.145962382031016,38.15,13.11,75.41,63.41,461,320.78,0.0,21349,23,156,50,-2,0.4542330994993062,4.26,1,5,1,1,1,1,1,1,13.0,9.0,도입기,1.0
(주)덴티스,261200,2022,2,4,2,3,94,67,163,306,259,42,-4,9,60,25,4.03,0.26,0.35,52.23,4.57,4.52,17.3,6.41,3.02,1.95,13.058835501048971,13.06,11.98,14.7,32.47,400,7.78,33.8,33947,26,85,39,1,0.6644317759897862,2.76,2,2,3,1,1,2,1,1,8.0,7.0,성장기,0.0
(주)동방선기,99410,2014,1,1,0,1,74,55,169,122,72,47,-8,4,24,45,-4.39,-2.34,-4.42,8.46,-1.98,-2.17,-4.96,-5.0,5.37,17.79,-11.37353954959685,-11.37,-32.8,-1.51,46.59,635,56.09,-10.43,8509,11,16,24,-18,0.4604626678222843,4.36,2,1,1,1,0,1,1,2,30.0,15.0,쇠퇴기,1.0
(주)동운아나텍,94170,2019,-20,-30,-11,-11,235,142,55,119,69,37,43,63,75,46,29.12,16.69,12.06,28.17,-4.35,-4.57,-9.65,-4.0,2.06,62.48,29.68253257102992,29.68,40.62,5.43,17.27,327,78.88,68.11,20004,37,2790,37,33,1.0133779702998875,5.05,3,98,2,1,1,4,1,2,18.0,9.0,쇠퇴기,1.0
(주)동일기연,32960,2022,76,363,5,12,2011,1533,20,7,4,1,77,75,81,94,1.81,1.8,3.92,40.15,3.2,1.66,1.78,4.13,-3.68,-12.06,0.2450050823090192,0.25,5.04,-16.36,2.26,1226,-1.34,9.21,13987,21,358,52,7,0.4019327745678375,7.25,1,6,0,0,0,2,0,1,38.0,27.0,성숙기,0.0
(주)듀오백,73190,2015,-19,-250,-3,-3,345,286,64,17,15,1,32,54,45,85,-8.71,-10.5,-9.92,25.82,-8.22,-8.64,-9.95,-11.15,-0.45,0.1499999999999985,-6.871615763129217,-6.87,-10.52,-3.61,-16.46,619,-5.11,-2.9,5934,14,64,17,-58,0.8033752758956412,8.69,2,4,1,1,1,1,1,2,37.0,20.0,쇠퇴기,1.0
(주)드림시큐리티,203650,2022,-5,-5,-4,-6,53,48,343,358,215,69,-22,17,25,22,12.18,2.85,4.32,31.78,6.98,6.83,31.77,11.26,4.91,-5.879999999999999,12.008423353575004,12.01,-8.54,21.14,18.3,1683,17.38,7.41,136180,35,62,61,7,0.5736275546315642,5.92,2,1,3,1,1,1,1,2,10.0,10.0,도입기,0.0
(주)디모아,16670,2020,10,20,5,28,125,122,110,125,92,27,10,17,51,45,-77.1,-56.06,-176.18,90.1,6.61,5.92,11.93,27.78,-0.83,-73.67999999999999,21.408470683309364,21.41,-26.38,273.83,18.35,126,284.88,261.05,-28889,-23,-952,-120,0,0.1942919999691049,0.65,0,13,0,0,0,1,0,0,42.0,31.0,성장기,1.0
(주)디스플레이테크,66670,2022,-8,-166,-1,-2,839,827,47,10,7,0,50,85,57,91,4.39,5.36,9.89,10.4,2.36,1.66,1.98,4.46,-1.84,0.8199999999999998,-12.454655856546578,-12.45,-21.13,2.5,-49.21,1694,-87.72,-84.29,11918,7,411,17,57,0.3973524548082002,3.71,1,5,0,1,0,1,0,1,26.0,22.0,성숙기,0.0
(주)디알젬,263690,2022,17,34,7,8,179,110,54,72,66,21,30,57,69,58,21.38,15.6,13.06,33.32,16.75,16.09,25.19,15.39,-0.36,-0.7300000000000004,50.7545325566085,50.75,37.3,92.23,28.47,1300,114.59,59.15,35326,28,250,32,41,0.8694602471538115,6.31,2,5,2,1,1,4,1,1,21.0,6.0,성장기,0.0
(주)디알텍,214680,2022,3,5,2,2,152,100,70,102,87,32,22,27,65,50,11.43,6.29,6.65,45.04,5.05,4.58,9.43,5.49,0.96,0.9699999999999988,28.62598052218889,28.63,34.68,18.6,27.33,958,27.49,66.51,34567,29,227,39,17,0.7408730400286199,4.04,2,6,2,1,1,2,1,1,9.0,9.0,성장기,0.0
(주)디앤씨미디어,263720,2022,53,459,10,15,353,347,50,23,21,2,43,66,59,81,8.63,7.04,10.03,0.0,7.43,6.44,8.01,9.57,-1.41,-13.409999999999998,6.545004904777836,6.55,-11.74,52.76,-9.21,1204,19.64,56.5,19218,20,498,31,32,0.6515813613505973,9.32,1,17,1,1,1,2,1,1,12.0,7.0,성숙기,0.0
(주)디에스앤엘,141020,2015,-12,-29,-8,-5,119,102,118,177,135,27,9,46,58,36,-72.02,-39.76,-23.56,6.36,-23.26,-24.03,-47.96,-15.26,0.92,-29.23,-7.255280082826092,-7.26,-10.07,-3.13,343.01,119,8.73,-37.76,-3842,-12,-44,-7,0,1.635852334235237,8.39,3,6,3,2,2,4,2,3,18.0,11.0,쇠퇴기,1.0
(주)디에스이엔,65150,2017,-10,-25,-5,-4,95,83,113,118,110,21,-2,27,48,46,-36.27,-13.01,-7.67,49.61,-0.08,-0.36,-0.88,-0.27,2.96,-27.020000000000003,-10.386803310652784,-10.39,35.84,-31.97,-4.0,412,-71.35,7.85,27308,27,341,19,-41,1.4121334553789326,13.69,4,8,3,2,1,2,1,3,29.0,17.0,쇠퇴기,1.0
(주)디에스케이,109740,2022,-3,-11,-1,-3,225,177,64,32,30,7,29,82,51,76,-4.75,-6.26,-19.94,-3.52,-6.13,-6.82,-8.6,-27.21,0.58,-4.41,1.4353895815846542,1.44,-5.72,10.3,-3.13,975,-5.7,13.92,9521,5,21,20,-101,0.2488381959082224,10.86,1,1,0,0,0,1,0,0,29.0,15.0,성장기,0.0
(주)디에이테크놀로지,196490,2020,0,0,0,0,263,232,55,34,30,15,36,33,59,75,-36.09,-28.7,-51.87,-4.45,-10.64,-11.23,-17.39,-24.96,3.37,-5.780000000000005,6.7391554970259975,6.74,-1.9,22.03,-47.78,171,-20.32,223.1,-9805,-8,-53,-17,0,0.4357442846043805,3.94,1,3,1,1,0,1,0,1,24.0,10.0,도입기,1.0
(주)디엔에이링크,127120,2014,-2,-2,-1,-2,346,226,146,165,34,47,32,75,45,38,-47.71,-22.95,-51.06,-3.87,-19.49,-19.83,-45.5,-48.7,7.02,2.6099999999999994,-8.615777568141638,-8.62,-23.14,7.9,31.0,304,-24.94,-6.06,2142,10,33,25,-208,0.4264742265463481,3.12,1,1,1,0,0,1,1,1,24.0,13.0,쇠퇴기,1.0
(주)디엔에프,92070,2022,21,35,4,5,275,92,71,21,18,10,26,28,41,83,3.92,3.53,4.29,28.29,8.98,8.53,10.75,12.06,0.37,-5.43,-0.60635421687021,-0.61,-3.31,1.36,6.39,2607,23.11,46.3,44425,23,57,33,13,0.7094328730132571,14.44,4,2,1,1,1,1,1,2,23.0,17.0,성숙기,0.0
(주)디오,39840,2014,-3,-4,-2,-4,83,64,139,200,194,47,-11,3,54,33,-9.31,-3.33,-6.02,53.37,2.99,2.97,8.69,5.48,12.11,10.519999999999998,10.431110937532,10.43,11.28,9.47,-1.94,667,15.59,16.6,23551,20,54,38,-16,0.5158026693749377,1.54,1,2,2,1,1,1,1,1,36.0,24.0,도입기,1.0
(주)디와이디,219550,2021,-48,-70,-28,-17,336,277,108,148,42,41,40,11,56,40,-398.4,-482.9,-293.86,9.07,-62.62,-64.37,-90.86,-67.02,7.6,-353.74,-59.04298520733222,-59.35,-66.24,-44.8,-53.77,43,22.31,-84.29,-34736,-411,-5418,-247,0,1.661801635277962,6.07,2,24,1,2,1,3,1,1,9.0,9.0,도입기,1.0
